 NAME;formula;ALTERNATIVE_NAME;ANOTHER_NAME;"OSTATOK
";"KOMNATA
";SHKAFF;POLKA;KOMENT;CAS;Smiles
1,3-Dimethylamylamine hydrochloride;;1,3-Dimethylpentanamine hydrochloride;;;34.427;05.ÿםג;4;;;Cl.CCC(C)CC(C)N
3-Bromopropylamine hydrobromide;;3-Aminopropyl bromide hydrobromide;;;34.427;05.ÿםג;4;;;Br.NCCCBr
3-Picolylamine;;3-(Aminomethyl)pyridine;;;34.427;05.ÿםג;4;;;NCC1=CC=CN=C1
sodium methoxide;MeONa;;;2 x 100 g;34.427;05.ÿםג;4;;;[Na+].C[O-]
1,4-Diazabicyclo[2.2.2]octane;;Triethylenediamine;DABCO;2 x 100 g;34.427;05.ÿםג;4;2x;;C1CN2CCN1CC2
2,3,4,6,7,8,9,10-octahydropyrimido[1,2-a]azepine;;1,8-Diazabicyclo[5.4.0]undec-7-ene;DBU;500 ml + 250 ml;34.427;05.ÿםג;4;;;C1CN=C2CCCCCN2C1
2,3,4,6,7,8-hexahydropyrrolo[1,2-a]pyrimidine;;1,5-Diazabicyclo[4.3.0]non-5-ene;DBN;100 ml;34.427;05.ÿםג;4;;;C1CN2CCCN=C2C1
N,N-diisopropylethane-1,2-diamine;;;;;34.427;05.ÿםג;4;;;CC(C)N(CCN)C(C)C
trimethylamine in 20% ethanol;;Me3N;;;34.427;05.ÿםג;4;in 20% ethanol;;CN(C)C
1,1,3,3-Tetramethylguanidine;;tetramethylguanidine;;250 ml;34.427;05.ÿםג;4;;;CN(C)C(=N)N(C)C
2-aminoethanol;;ethanolamine;;50 ml;34.427;05.ÿםג;4;;;NCCO
tetradecan-1-amine;;Tetradecylamine;Myristylamine;;34.427;05.ÿםג;4;;;NCCCCCCCCCCCCCC
Tetramethylethylenediamine;;TMEDA;;600 ml + 250 ml;34.427;05.ÿםג;4;;;CN(C)CCN(C)C
cyclohexylamine;;;CGA;250 ml;34.427;05.ÿםג;4;;;NC1CCCCC1
ethylenediamine;;;;300 ml;34.427;05.ÿםג;4;;;NCCN
decylamine;;;;500 ml;34.427;05.ÿםג;4;;;CCCCCCCCCCN
dimethylaniline;;;;200 ml;34.427;05.ÿםג;4;;;CN(C)C1=CC=CC=C1
Piperazine;;;;50 g + 2 x 1 kg;34.427;05.ÿםג;4;;;C1CNCCN1
4-ethylmorpholine;;N-ethylmorpholine;;100 ml;34.427;05.ÿםג;4;;;CCN1CCOCC1
N-methylmorpholine;;4-methylmorpholine;NMM;200 ml;34.427;05.ÿםג;4;;;CN1CCOCC1
aniline;;;;100 ml;34.427;05.ÿםג;4;;;NC1=CC=CC=C1
Piperidinomethyl polystyrene;;resin;;2 x;34.427;05.ÿםג;4;;;[CH2]N1CCCCC1
N,N-dimethylethane-1,2-diamine;;2-(Dimethylamino)ethylamine;;300 ml;34.427;05.ÿםג;4;;;CN(C)CCN
morpholine;;;;250 ml;34.427;05.ÿםג;4;;;C1COCCN1
4-Dimethylaminopyridine;;DMAP;;;34.427;05.ÿםג;4;;;CN(C)C1=CC=NC=C1
ethyl piperidine-4-carboxylate;;;;;34.427;05.ÿםג;4;;;CCOC(=O)C1CCNCC1
2,6-dimethylpyridine;;2,6-Lutidine;;;34.427;05.ÿםג;4;;;CC1=CC=CC(C)=N1
diethylamine;;;;100 ml;34.427;05.ÿםג;4;;;CCNCC
benzylamine;;;;;34.427;05.ÿםג;4;;;NCC1=CC=CC=C1
pyrrolidine;;;;1 L + ;34.427;05.ÿםג;4;;;C1CCNC1
indoline;;;;20 ml;34.427;05.ÿםג;4;;;C1CC2=CC=CC=C2N1
1,2,3,4-tetrahydroquinoline;;;;20 ml;34.427;05.ÿםג;4;;;C1CNC2=C(C1)C=CC=C2
3-methoxyaniline;;;;10 g;34.427;05.ÿםג;4;;;COC1=CC=CC(N)=C1
Azepane;;Homopiperidine;;50 ml;34.427;05.ÿםג;4;;;C1CCCNCC1
dicyclohexylamine;;;;50 ml + 100 ml;34.427;05.ÿםג;4;;;C1CCC(CC1)NC1CCCCC1
N-Methoxymethanamine hydrochloride ;;Methoxymethylamine hydrochloride ; Weinreb amine;;34.427;05.ÿםג;4;;;Cl.CNOC
4-Chloroaniline;;p-Chloroaniline;;;34.427;05.ÿםג;4;;;NC1=CC=C(Cl)C=C1
3,3'-dimethyl-[1,1'-biphenyl]-4,4'-diamine;;o-Tolidine;4,4?-Bianisidine;;34.427;05.ÿםג;4;;;Cc1cc(ccc1N)-c2ccc(N)c(C)c2
2-acetoxy-N,N,N-trimethylethanaminium chloride;;Acetylcholine chloride;;2 x 100 g;34.427;05.ÿםג;4;;;[Cl-].CC(=O)OCC[N+](C)(C)C
Hydrazinium sulfate;N2H4 x H2SO4;Hydrazinium sulfate;;1 kg;34.427;05.ÿםג;4;;;NN.OS(O)(=O)=O
[1,1'-Biphenyl]-4,4'-diamine sulphate;;benzidine sulfate;;2 X 250;34.427;05.ÿםג;4;;;NC1=CC=C(C2=CC=C(N)C=C2)C=C1.O=S(O)(O)=O
piperidin-3-ol;;3-Hydroxypiperidine;;;34.427;05.ÿםג;4;;;OC1CCCNC1
Potassium phosphate monobasic;KH2PO4;Potassium dihydrogen phosphate;KH2PO4;;42.406 (dry warehouse);uzkii skaf;5;;;[K+].OP(O)([O-])=O
Ammonium chloride;NH4Cl;;;;42.406 (dry warehouse);uzkii skaf;5;;;N.Cl
Sodium dihydrophosphate;NaH2PO4*H2O;NaH2PO4*H2O;NaH2PO4*H2O;1 kg;42.406 (dry warehouse);uzkii skaf;5;;;[Na+].OP(O)([O-])=O
ammonium acetate;NH4OAc;;NH4OAc;;42.406 (dry warehouse);uzkii skaf;5;;;[NH4+].CC([O-])=O
Calcium chloride hexahydrate;CaCl2 * 6H2O;Calcium dichloride hexahydrate;;;42.406 (dry warehouse);uzkii skaf;5;;;O.O.O.O.O.O.Cl[Ca]Cl
Sodium triacetoxyborohydride;NaBH(OAc)3;STAB;NaBH(OAc)3;3 x;34.427;05.ÿםג;5;;;[Na+].CC(=O)O[BH-](OC(C)=O)OC(C)=O
tri-butylamine;Bu3N;tributylamine;;;34.427;05.ÿםג;5;;;CCCCN(CCCC)CCCC
1,2-Phenylendiamine;;1,2-Diaminobenzene;o-Phenylenediamine;;34.427;05.ÿםג;5;Acros;;NC1=C(N)C=CC=C1
D-(+)-Glucose;;Dextrose;;;34.427;05.ÿםג;5;Soviet;;OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
Hydroxylammonium sulfate;NH2OH x H2SO4;Hydroxylamine sulfate;Hydroxylammonium sulfate;;34.427;05.ÿםג;5;Soviet;;NO.NO.OS(O)(=O)=O
resorcinol;;resorcine;resorcine;;34.427;05.ÿםג;5;Soviet;;OC1=CC(O)=CC=C1
5-Methyl-2-isopropylphenol;;Thymol;2-Isopropyl-5-methylphenol;;34.427;05.ÿםג;5;Soviet;;CC(C)c1ccc(C)cc1O
2-Aminotoluene;;o-Toluidine;2-Methylaniline;2.5 L;34.427;05.ÿםג;5;acros;;Cc1ccccc1N
2-(2-ethoxyethoxy)ethanol;C2H5OCH2CH2OCH2CH2OH;Di(ethylene glycol) ethyl ether;Diethylene glycol ethyl ether;;34.427;05.ÿםג;5;;;CCOCCOCCO
1-Chlorobutane;;;;4 x 1 L;34.427;05.ÿםג;5;;;CCCCCl
Boric acid;B(OH)3;H3BO3;;;34.427;05.ÿםג;5;Rushim;;OB(O)O
azetidin-3-ol hydrochloride;;3-Hydroxyazetidine hydrochloride;;;34.427;05.ÿםג;5;;;Cl[H].OC1CNC1
azetidin-3-ol hydrochloride;;3-Hydroxyazetidine hydrochloride;;;34.427;05.ÿםג;5;;;Cl[H].OC1CNC1
